en_name,ch_name,url,ranking,area
Master of Science in Health Data Science,哈佛大学健康数据科学硕士,/majr_71703,QS排名：5,理科 数学
MSc Mathematics and Finance ,帝国理工学院数学与金融理学硕士,/majr_50104,QS排名：6,商科 金工金数
MSc Risk Management and Financial Engineering ,帝国理工学院风险管理与金融工程理学硕士,/majr_50124,QS排名：6,商科 金工金数
MSc Financial Technology,帝国理工学院金融科技理学硕士,/majr_62381,QS排名：6,商科 金工金数
MSc Metals and Energy Finance ,帝国理工学院金属与能源金融理学硕士,/majr_50087,QS排名：6,商科 金融
"MSc Climate Change, Management and Finance ",帝国理工学院气候变化、管理与金融理学硕士,/majr_50116,QS排名：6,商科 金融
MSc Finance ,帝国理工学院金融学理学硕士,/majr_50118,QS排名：6,商科 金融
MSc Finance and Accounting ,帝国理工学院金融学与会计理学硕士,/majr_50119,QS排名：6,商科 金融
MSc Investment and Wealth Management ,帝国理工学院投资与财富管理理学硕士,/majr_50122,QS排名：6,商科 金融
MSc Advanced Computing ,帝国理工学院高级计算机理学硕士,/majr_50079,QS排名：6,工科 计算机
MSc Computing (Artificial Intelligence and Machine Learning) ,帝国理工学院计算机（人工智能与机器学习）理学硕士,/majr_50080,QS排名：6,工科 计算机
MSc Computing (Management and Finance) ,帝国理工学院计算机（管理与金融）理学硕士,/majr_50081,QS排名：6,工科 计算机
MSc Computing (Security and Reliability) ,帝国理工学院计算机（安全与可靠性）理学硕士,/majr_50083,QS排名：6,工科 计算机
MSc Computing (Software Engineering) ,帝国理工学院计算机（软件工程）理学硕士,/majr_50084,QS排名：6,工科 计算机
MSc Computing (Visual Computing and Robotics) ,帝国理工学院计算机（视觉运算与机器人学）理学硕士,/majr_50085,QS排名：6,工科 计算机
MSc Computing ,帝国理工学院计算机理学硕士,/majr_50086,QS排名：6,工科 计算机
MSc Human and Biological Robotics ,帝国理工学院人类与生物机器人理学硕士,/majr_61324,QS排名：6,工科 计算机
MSc Artificial Intelligence ,帝国理工学院人工智能理学硕士,/majr_62383,QS排名：6,工科 计算机
MSc Applied Machine Learning ,帝国理工学院应用机器学习理学硕士,/majr_62989,QS排名：6,工科 计算机
MSc Business Analytics,帝国理工学院商业分析理学硕士,/majr_50115,QS排名：6,商科 商业分析
MSc Economics and Strategy for Business ,帝国理工学院经济学与商业战略理学硕士,/majr_50117,QS排名：6,商科 经济
MSc Analogue and Digital Integrated Circuit Design ,帝国理工学院模拟与数字集成电路设计理学硕士,/majr_50090,QS排名：6,工科 电气电子
MSc Communications and Signal Processing ,帝国理工学院通讯与信号处理理学硕士,/majr_50091,QS排名：6,工科 电气电子
MSc Control and Optimisation ,帝国理工学院控制与优化理学硕士,/majr_50092,QS排名：6,工科 电气电子
MSc Future Power Networks ,帝国理工学院未来电网理学硕士,/majr_50093,QS排名：6,工科 电气电子
"MSc Advanced Computational Methods for Aeronautics, Flow Management and Fluid-Structure Interaction ",帝国理工学院航空学、流量管理与流体结构相互作用高级计算方法理学硕士,/majr_50055,QS排名：6,工科 机械工程
MSc Advanced Mechanical Engineering ,帝国理工学院高级机械工程理学硕士,/majr_50107,QS排名：6,工科 机械工程
"MSc Composites: the Science, Technology and Engineering Application of Advanced Composites ",帝国理工学院复合材料：高级复合材料科学、科技与工程运用理学硕士,/majr_50056,QS排名：6,工科 材料
MSc Advanced Materials Science and Engineering ,帝国理工学院高级材料科学与工程理学硕士,/majr_50101,QS排名：6,工科 材料
MSc Strategic Marketing ,帝国理工学院战略营销理学硕士,/majr_50125,QS排名：6,商科 市场营销
MSc Advanced Materials for Sustainable Infrastructure ,帝国理工学院可持续基础设施先进材料理学硕士,/majr_62384,QS排名：6,工科 材料
Master of Science in Materials Science,加州理工学院材料科学理学硕士,/majr_71879,QS排名：6,工科 材料
MSc Advanced Chemical Engineering (ACE) ,帝国理工学院高级化学工程理学硕士,/majr_50058,QS排名：6,工科 化工
MSc Advanced Chemical Engineering with Biotechnology (BIO) ,帝国理工学院高级化学工程与生物科技理学硕士,/majr_50059,QS排名：6,工科 化工
MSc Advanced Chemical Engineering with Process Systems Engineering (PSE) ,帝国理工学院高级化学工程与过程系统工程理学硕士,/majr_50060,QS排名：6,工科 化工
MSc Biomedical Engineering ,帝国理工学院生物医学工程理学硕士,/majr_50057,QS排名：6,工科 生物工程
MSc Applied Genomics ,帝国理工学院应用基因组学理学硕士,/majr_66644,QS排名：6,工科 生物工程
MSc Engineering for Biomedicine ,帝国理工学院生物医学工程学理学硕士,/majr_66646,QS排名：6,工科 生物工程
MSc Genomic Medicine ,帝国理工学院基因组医学理学硕士,/majr_66649,QS排名：6,工科 生物工程
MSc Concrete Structures ,帝国理工学院混凝土结构理学硕士,/majr_50062,QS排名：6,工科 土木工程
MSc Earthquake Engineering ,帝国理工学院地震工程理学硕士,/majr_50064,QS排名：6,工科 土木工程
MSc General Structural Engineering ,帝国理工学院通用结构工程理学硕士,/majr_50067,QS排名：6,工科 土木工程
MSc Soil Mechanics ,帝国理工学院土力学理学硕士,/majr_50071,QS排名：6,工科 土木工程
MSc Soil Mechanics with Engineering Seismology ,帝国理工学院土力学（工程地震学）理学硕士,/majr_50073,QS排名：6,工科 土木工程
MSc Soil Mechanics with Environmental Geotechnics ,帝国理工学院土力学（环境地质技术学）理学硕士,/majr_50074,QS排名：6,工科 土木工程
MSc Structural Steel Design ,帝国理工学院钢结构设计理学硕士,/majr_50075,QS排名：6,工科 土木工程
"MSc Engineering Fluid Mechanics for the Offshore, Coastal and Built Environments ",帝国理工学院海洋、海岸与建筑环境工程流体力学理学硕士,/majr_61325,QS排名：6,工科 土木工程
MSc Soil Mechanics with Engineering Geology,帝国理工学院土力学（工程地质学）理学硕士,/majr_67741,QS排名：6,工科 土木工程
MS Civil Engineering,加州理工学院土木工程理学硕士,/majr_71974,QS排名：6,工科 土木工程
MSc International Health Management ,帝国理工学院国际健康管理理学硕士,/majr_50121,QS排名：6,商科 管理
MSc Management ,帝国理工学院管理学理学硕士,/majr_50123,QS排名：6,商科 管理
MSc International Management ,帝国理工学院国际管理理学硕士,/majr_62382,QS排名：6,商科 管理
MSc Environmental Technology ,帝国理工学院环境技术理学硕士,/majr_50053,QS排名：6,工科 环境工程
MSc Environmental Engineering ,帝国理工学院环境工程理学硕士,/majr_50065,QS排名：6,工科 环境工程
MSc Hydrology and Water Resources Management ,帝国理工学院水文学与水资源管理理学硕士,/majr_50069,QS排名：6,工科 环境工程
MSc Conservation Science and Practice,帝国理工学院保护科学与实践理学硕士,/majr_67742,QS排名：6,工科 环境工程
"MSc Innovation, Entrepreneurship and Management ",帝国理工学院创新、创业与管理理学硕士,/majr_50120,QS排名：6,商科 创业与创新
MSc Sustainable Energy Futures ,帝国理工学院可持续能源期货理学硕士,/majr_50108,QS排名：6,工科 能源
MSc Advanced Aeronautical Engineering ,帝国理工学院高级航空工程理学硕士,/majr_50054,QS排名：6,工科 航空工程
MSc Geo-Energy with Machine Learning and Data Science,帝国理工学院地球能源与机器学习和数据科学理学硕士,/majr_67744,QS排名：6,工科 地球科学
MSc Transport ,帝国理工学院运输理学硕士,/majr_50077,QS排名：6,工科 交通运输
MSc Epidemiology ,帝国理工学院流行病学理学硕士,/majr_62059,QS排名：6,社科 公共卫生
Master of Public Health ,帝国理工学院公共健康硕士,/majr_62061,QS排名：6,社科 公共卫生
MSc Cardiovascular and Respiratory Healthcare ,帝国理工学院心血管与呼吸保健理学硕士,/majr_66645,QS排名：6,社科 医学
MSc Science Communication ,帝国理工学院科学传播理学硕士,/majr_50126,QS排名：6,社科 传播
MSc Science Media Production ,帝国理工学院科学媒体制作理学硕士,/majr_50127,QS排名：6,社科 传播
MSc Applied Biosciences and Biotechnology ,帝国理工学院应用生物科学与生物科技理学硕士,/majr_50094,QS排名：6,理科 生物
MSc Computational Methods in Ecology and Evolution ,帝国理工学院生态学与进化计算方法理学硕士,/majr_50096,QS排名：6,理科 生物
MSc Ecological Applications ,帝国理工学院生态学应用理学硕士,/majr_50098,QS排名：6,理科 生物
"MSc Ecology, Evolution and Conservation ",帝国理工学院生态学、进化与保护理学硕士,/majr_50099,QS排名：6,理科 生物
"MSc Taxonomy, Biodiversity and Evolution ",帝国理工学院分类学、生物多样性与进化理学硕士,/majr_50100,QS排名：6,理科 生物
MSc Applied Mathematics ,帝国理工学院应用数学理学硕士,/majr_50103,QS排名：6,理科 数学
MSc Pure Mathematics ,帝国理工学院纯数学理学硕士,/majr_50105,QS排名：6,理科 数学
MSc Statistics ,帝国理工学院统计学理学硕士,/majr_50106,QS排名：6,理科 数学
MSc Optics and Photonics ,帝国理工学院光学与光子学理学硕士,/majr_50109,QS排名：6,理科 物理
MSc Physics ,帝国理工学院物理学理学硕士,/majr_50110,QS排名：6,理科 物理
MSc Quantum Fields and Fundamental Forces ,帝国理工学院量子场与根本力学理学硕士,/majr_50111,QS排名：6,理科 物理
MA(RCA)/MSc Innovation Design Engineering (IDE) ,帝国理工学院创新设计工程文学/理学硕士,/majr_50114,QS排名：6,工科 其他工科
MSc Applied Computational Science and Engineering ,帝国理工学院应用计算科学与工程理学硕士,/majr_61326,QS排名：6,理科 数学
MSc Health Data Analytics and Machine Learning ,帝国理工学院健康数据分析与机器学习理学硕士,/majr_62060,QS排名：6,理科 数据科学
MSc Security and Resilience: Science and Technology ,帝国理工学院安全与弹性：科学与技术理学硕士,/majr_62663,QS排名：6,理科 物理
MSc Physics with Nanophotonics ,帝国理工学院物理学与纳米光子学理学硕士,/majr_62986,QS排名：6,理科 物理
MSc Translational Neuroscience ,帝国理工学院转化神经科学理学硕士,/majr_62992,QS排名：6,理科 生物
MSc Environmental Data Science and Machine Learning ,帝国理工学院环境数据科学与机器学习理学硕士,/majr_66647,QS排名：6,理科 数据科学
"MSc Genes, Drugs and Stem Cells - Novel Therapies ",帝国理工学院基因，药物与干细胞——新疗法理学硕士,/majr_66648,QS排名：6,理科 生物
MSc Human Molecular Genetics ,帝国理工学院人类分子遗传学理学硕士,/majr_66650,QS排名：6,理科 生物
MSc Immunology ,帝国理工学院免疫学理学硕士,/majr_66651,QS排名：6,理科 生物
MSc Medical Ultrasound ,帝国理工学院医学超声理学硕士,/majr_66652,QS排名：6,理科 生物
MSc Molecular Biology and Pathology of Viruses ,帝国理工学院病毒分子生物学与病理学理学硕士,/majr_66653,QS排名：6,理科 生物
MSc Molecular Medicine ,帝国理工学院分子医学理学硕士,/majr_66654,QS排名：6,理科 生物
MSc Physics with Extended Research ,帝国理工学院物理学扩展研究理学硕士,/majr_66655,QS排名：6,理科 物理
MSc Physics with Quantum Dynamics ,帝国理工学院物理量子动力学理学硕士,/majr_66656,QS排名：6,理科 物理
MSc Reproductive and Developmental Biology ,帝国理工学院生殖与发育生物学理学硕士,/majr_66657,QS排名：6,理科 生物
MSc Statistics (Applied Statistics) ,帝国理工学院统计学（应用统计学）理学硕士,/majr_66658,QS排名：6,理科 数学
MSc Statistics (Biostatistics) ,帝国理工学院统计学（生物统计学）理学硕士,/majr_66659,QS排名：6,理科 数学
MSc Statistics (Data Science) ,帝国理工学院统计学（数据科学）理学硕士,/majr_66660,QS排名：6,理科 数学
MSc Statistics (Statistical Finance) ,帝国理工学院统计学（统计金融）理学硕士,/majr_66661,QS排名：6,理科 数学
MSc Statistics (General) ,帝国理工学院统计学（理论与方法）理学硕士,/majr_66662,QS排名：6,理科 数学
MSc Digital Chemistry,帝国理工学院数字化学理学硕士,/majr_67743,QS排名：6,理科 化学
MSc Computational Finance,伦敦大学学院计算金融学理学硕士,/majr_50588,QS排名：8,商科 金工金数
MSc Financial Risk Management,伦敦大学学院金融风险管理理学硕士,/majr_50599,QS排名：8,商科 金工金数
MSc Financial Mathematics,伦敦大学学院金融数学理学硕士,/majr_50632,QS排名：8,商科 金工金数
MSc Financial Technology,伦敦大学学院金融技术理学硕士,/majr_66500,QS排名：8,商科 金工金数
MSc Venture Capital and Private Equity with Financial Technology,伦敦大学学院风险投资和私募股权金融技术理学硕士,/majr_66507,QS排名：8,商科 金工金数
MSc Engineering with Finance,伦敦大学学院工程与金融理学硕士,/majr_50596,QS排名：8,商科 金融
MSc Finance,伦敦大学学院金融理学硕士,/majr_61418,QS排名：8,商科 金融
MSc Banking and Digital Finance,伦敦大学学院银行和数字金融理学硕士,/majr_62385,QS排名：8,商科 金融
MSc Responsible Finance and Alternative Assets,伦敦大学学院责任金融与另类资产理学硕士,/majr_72394,QS排名：8,商科 金融
