en_name,ch_name,ranking,area,area_1,area_ranking,entrance_time,project_length,tuition,region
MSc Archaeology of the North,阿伯丁大学北部考古学理学硕士,QS排名：220,社科 历史,历史,21,1/9月,1年,22000英镑/年,Britain
MSc Bioarchaeological Science,阿伯丁大学生物考古科学理学硕士,QS排名：220,社科 历史,历史,21,9月,1年,22000英镑/年,Britain
MSc Biomolecular Archaeology,阿伯丁大学生物分子考古学理学硕士,QS排名：220,社科 历史,历史,21,9月,1年,22000英镑/年,Britain
MSc International Human Resource Management,阿伯丁大学国际人力资源管理理学硕士,QS排名：220,商科 人力资源管理,人力资源管理,21,1/9月,1年,27000英镑/年,Britain
MLitt Viking and Medieval Nordic Studies,阿伯丁大学北欧海盗与中世纪北欧研究文学硕士,QS排名：220,社科 历史,历史,21,9月,1年,22000英镑/年,Britain
MLitt Medieval and Early Modern Studies,阿伯丁大学中世纪与早期现代研究文学硕士,QS排名：220,社科 历史,历史,21,9月,1年,22000英镑/年,Britain
MLitt Modern History,阿伯丁大学近代史文学硕士,QS排名：220,社科 历史,历史,21,9月,1年,22000英镑/年,Britain
MLitt Museum Studies,阿伯丁大学博物馆研究文学硕士,QS排名：220,社科 历史,历史,21,1/9月,1年,23800英镑/年,Britain
MSc Environmental Management,阿伯丁大学环境管理理学硕士,QS排名：220,工科 环境工程,环境工程,21,9月,1年,27000英镑/年,Britain
MSc Environmental Pollution and Remediation,阿伯丁大学环境污染与修复理学硕士,QS排名：220,工科 环境工程,环境工程,21,9月,1年,27000英镑/年,Britain
MSc Environmental Science,阿伯丁大学环境科学理学硕士,QS排名：220,工科 环境工程,环境工程,21,9月,1年,27000英镑/年,Britain
MSc Osteoarchaeology,阿伯丁大学骨质考古学理学硕士,QS排名：220,社科 历史,历史,21,9月,1年,22000英镑/年,Britain
MSc Cultural Heritage,阿伯丁大学文化遗产理学硕士,QS排名：220,社科 历史,历史,21,1/9月,1年,22000英镑/年,Britain
MSc Finance and Real Estate (with CFA Level 1 Examination),阿伯丁大学金融与房地产理学硕士（CFA一级考试）,QS排名：220,商科 房地产,房地产,21,9月,1年,27000英镑/年,Britain
MSc Real Estate (Commercial Option),阿伯丁大学房地产（商业方向）理学硕士,QS排名：220,商科 房地产,房地产,21,9月,1年,27000英镑/年,Britain
MSc Real Estate (International Option),阿伯丁大学房地产（国际方向）理学硕士,QS排名：220,商科 房地产,房地产,21,9月,1年,27000英镑/年,Britain
MSc Policy Evaluation,阿伯丁大学政策评估理学硕士,QS排名：220,社科 公共政策与事务,公共政策与事务,21,1/9月,1年,23800英镑/年,Britain
MSc Finance and Real Estate,阿伯丁大学金融与房地产理学硕士,QS排名：220,商科 房地产,房地产,21,9月,1年,27000英镑/年,Britain
MBA,阿伯丁大学工商管理硕士,QS排名：220,商科 工商管理,工商管理,21,1/9月,1年,28600英镑/年,Britain
MBA (Business Analytics),阿伯丁大学商业分析工商管理硕士,QS排名：220,商科 工商管理,工商管理,21,9月,1年,28600英镑/年,Britain
MBA Energy Management,阿伯丁大学能源管理工商管理硕士,QS排名：220,商科 工商管理,工商管理,21,1/9月,1年,28600英镑/年,Britain
MSc Strategic Studies and Energy Security,阿伯丁大学战略研究与能源安全理学硕士,QS排名：220,工科 能源,能源,21,1/9月,1年,23800英镑/年,Britain
MSc Energy Transition Systems and Technologies,阿伯丁大学能源转换系统与技术理学硕士,QS排名：220,工科 能源,能源,21,9月,1年,27000英镑/年,Britain
MSc Oil and Gas Engineering,阿伯丁大学石油与天然气工程理学硕士,QS排名：220,工科 能源,能源,21,1/9月,1年,27000英镑/年,Britain
MSc Renewable Energy Engineering,阿伯丁大学可再生能源工程理学硕士,QS排名：220,工科 能源,能源,21,1/9月,1年,27000英镑/年,Britain
MSc Sustainability Transitions,阿伯丁大学永续转型理学硕士,QS排名：220,工科 能源,能源,21,1/9月,1年,22000英镑/年,Britain
MSc Integrated Petroleum Geoscience,阿伯丁大学综合石油地质科学理科硕士,QS排名：220,工科 能源,能源,21,9月,1年,31000英镑/年,Britain
MSc Oil and Gas Enterprise Management,阿伯丁大学石油与天然气企业管理理学硕士,QS排名：220,工科 能源,能源,21,1/9月,1年,27000英镑/年,Britain
MSc Advanced Energy Materials - Energy Generation and Storage Technology,阿伯丁大学高级能源材料（能源产生与储存技术）理学硕士,QS排名：220,工科 能源,能源,21,1月,1年,27000英镑/年,Britain
MSc Petroleum Engineering,阿伯丁大学石油工程理学硕士,QS排名：220,工科 能源,能源,21,1/9月,1年,27000英镑/年,Britain
MSc Geographical Information Systems,阿伯丁大学地理信息系统理学硕士,QS排名：220,工科 地球科学,地球科学,21,1/9月,1年,22000英镑/年,Britain
MSc Geophysics,阿伯丁大学地球物理学理学硕士,QS排名：220,工科 地球科学,地球科学,21,1/9月,1年,28764英镑/年,Britain
MSc Sustainable Energy Geoscience,阿伯丁大学可持续能源地球科学理学硕士,QS排名：220,工科 地球科学,地球科学,21,9月,1年,28764英镑/年,Britain
MSc Transport and Intelligent Mobility,阿伯丁大学运输与智能移动理学硕士,QS排名：220,工科 交通运输,交通运输,21,9月,1年,27000英镑/年,Britain
MPH Master of Public Health,阿伯丁大学公共卫生硕士,QS排名：220,社科 公共卫生,公共卫生,21,1/9月,1年,27000英镑/年,Britain
MSc Global Health and Management,阿伯丁大学全球健康与管理理学硕士,QS排名：220,社科 公共卫生,公共卫生,21,1/9月,1年,27000英镑/年,Britain
MSc Health Psychology,阿伯丁大学健康心理学理学硕士,QS排名：220,社科 心理学,心理学,21,9月,1年,27000英镑/年,Britain
MSc Psychological Studies,阿伯丁大学心理学研究理学硕士,QS排名：220,社科 心理学,心理学,21,1/9月,1年,27000英镑/年,Britain
MSc Decommissioning,阿伯丁大学报废理学硕士,QS排名：220,工科 海洋技术,海洋技术,21,9月,1年,27000英镑/年,Britain
MSc Offshore Engineering,阿伯丁大学近海工程理学硕士,QS排名：220,工科 海洋技术,海洋技术,21,1/9月,1年,27000英镑/年,Britain
MSc Business Consulting and Psychology,阿伯丁大学商业咨询与心理学理学硕士,QS排名：220,社科 心理学,心理学,21,9月,1年,27000英镑/年,Britain
MSc Cardiovascular Science and Diabetes,阿伯丁大学心血管科学与糖尿病理学硕士,QS排名：220,社科 医学,医学,21,9月,1年,27000英镑/年,Britain
MSc Immunology and Immunotherapy,阿伯丁大学免疫学与免疫治疗理学硕士,QS排名：220,社科 医学,医学,21,9月,1年,27000英镑/年,Britain
MSc Molecular Medicine,阿伯丁大学分子医学理学硕士,QS排名：220,社科 医学,医学,21,9月,1年,27000英镑/年,Britain
MSc Precision Medicine and Pharmacological Innovation,阿伯丁大学精准医学与药理学创新理学硕士,QS排名：220,社科 医学,医学,21,9月,1年,25100英镑/年,Britain
MSc Human Nutrition,阿伯丁大学人类营养学理学硕士,QS排名：220,工科 食品科学,食品科学,21,9月,1年,27000英镑/年,Britain
MSc Physician Associate Studies,阿伯丁大学医师助理研究理学硕士,QS排名：220,社科 医学,医学,21,1月,2年,22400英镑/年,Britain
MSc Medical Imaging,阿伯丁大学医学成像理学硕士,QS排名：220,社科 医学,医学,21,1/9月,1年,27000英镑/年,Britain
MSc Applied Health Sciences,阿伯丁大学应用健康科学理学硕士,QS排名：220,社科 医学,医学,21,1/9月,2年,15129英镑/年,Britain
MLitt English Language and Literature,阿伯丁大学英语语言文学文学硕士,QS排名：220,社科 语言,语言,21,1/9月,1年,23800英镑/年,Britain
MSc Translation Studies,阿伯丁大学翻译研究理学硕士,QS排名：220,社科 语言,语言,21,9月,1年,23800英镑/年,Britain
MSc Translating and Interpreting Studies,阿伯丁大学翻译与口译理学硕士,QS排名：220,社科 语言,语言,21,9月,1年,23800英镑/年,Britain
MSc Global Business Communication,阿伯丁大学全球商业交流理学硕士,QS排名：220,社科 传播,传播,21,1/9月,1年,23800英镑/年,Britain
MSc Applied Marine and Fisheries Ecology,阿伯丁大学应用海洋和渔业生态学理学硕士,QS排名：220,理科 生物,生物,21,9月,1年,27000英镑/年,Britain
MSc Biotechnology and Bioinformatics,阿伯丁大学生物技术与生物信息学硕士,QS排名：220,理科 生物,生物,21,9月,1年,27000英镑/年,Britain
MSc Clinical Pharmacology,阿伯丁大学临床药理学理学硕士,QS排名：220,社科 其他社科,其他社科,21,9月,1年,27000英镑/年,Britain
MLitt Creative Writing,阿伯丁大学创意写作文学硕士,QS排名：220,社科 文化,文化,21,1/9月,1年,23800英镑/年,Britain
"MLitt Literatures, Environments and Places",阿伯丁大学文学、环境与地点文学硕士,QS排名：220,社科 文化,文化,21,1/9月,1年,23800英镑/年,Britain
MLitt Ethnology and Folklore,阿伯丁大学民族学与民俗学文学硕士,QS排名：220,社科 其他社科,其他社科,21,9月,1年,23800英镑/年,Britain
"MLitt Film, Visual Culture and Arts Management",阿伯丁大学电影、视觉文化与艺术管理文学硕士,QS排名：220,社科 影视,影视,21,1/9月,1年,23800英镑/年,Britain
MMus Music,阿伯丁大学音乐学硕士,QS排名：220,社科 其他社科,其他社科,21,1/9月,1年,23800英镑/年,Britain
MSc Cultural and Creative Communication,阿伯丁大学文化与创意传播理学硕士,QS排名：220,社科 文化,文化,21,1/9月,1年,23800英镑/年,Britain
MSc Ecology and Conservation,阿伯丁大学生态学与保护理学硕士,QS排名：220,理科 生物,生物,21,9月,1年,27000英镑/年,Britain
MSc Marine Conservation,阿伯丁大学海洋保护理学硕士,QS排名：220,理科 生物,生物,21,9月,1年,27000英镑/年,Britain
MSc Soil Science,阿伯丁大学土壤科学理学硕士,QS排名：220,理科 生物,生物,21,9月,1年,27000英镑/年,Britain
MSc Microbiology,阿伯丁大学微生物学理学硕士,QS排名：220,理科 生物,生物,21,1/9月,1年,27000英镑/年,Britain
MSc Reproductive and Developmental Biology,阿伯丁大学生殖与发育生物学理学硕士,QS排名：220,理科 生物,生物,21,9月,1年,27000英镑/年,Britain
MSc Drug Discovery and Development,阿伯丁大学药物发现与开发理学硕士,QS排名：220,社科 其他社科,其他社科,21,9月,1年,27000英镑/年,Britain
MSc Health Data Science,阿伯丁大学健康数据科学理学硕士,QS排名：220,理科 数据科学,数据科学,21,9月,1年,27000英镑/年,Britain
MSc Medical Physics,阿伯丁大学医学物理学理学硕士,QS排名：220,理科 物理,物理,21,1/9月,1年,27000英镑/年,Britain
MSc Data Science,阿伯丁大学数据科学理学硕士,QS排名：220,理科 数据科学,数据科学,21,1/9月,1年,27000英镑/年,Britain
MSc Planetary Sciences,阿伯丁大学行星科学理学硕士,QS排名：220,工科 其他工科,其他工科,21,1/9月,1年,22000英镑/年,Britain
MSc International Business and Digital Transformation,雷丁大学国际商务与数字转型理学硕士,QS排名：229,商科 管理,管理,31,9月,1.5年,12334欧元/年,Europe
MSc Finance and Financial Technology (FinTech),雷丁大学金融与金融科技理学硕士,QS排名：229,商科 金工金数,金工金数,19,9月,1年,25300英镑/年,Britain
MSc Behavioural Finance,雷丁大学行为金融学理学硕士,QS排名：229,商科 金融,金融,28,9月,1年,25300英镑/年,Britain
MSc Corporate Finance,雷丁大学公司金融理学硕士,QS排名：229,商科 金融,金融,28,9月,1年,25300英镑/年,Britain
MSc Financial Risk Management,雷丁大学金融风险管理理学硕士,QS排名：229,商科 金融,金融,28,9月,1年,26400英镑/年,Britain
MSc International Business and Finance,雷丁大学国际商务与金融理学硕士,QS排名：229,商科 金融,金融,28,9月,1年,25300英镑/年,Britain
Master of Science in Finance,雷丁大学金融学理学硕士,QS排名：229,商科 金融,金融,28,9月,1年,26400英镑/年,Britain
MSc Investment Management,雷丁大学投资管理理学硕士,QS排名：229,商科 金融,金融,28,9月,1年,26400英镑/年,Britain
MSc Development Finance,雷丁大学发展金融理学硕士,QS排名：229,商科 金融,金融,28,9月,1年,21350英镑/年,Britain
MSc International Accounting and Finance,雷丁大学国际会计与金融理学硕士,QS排名：229,商科 金融,金融,28,9月,1年,25900英镑/年,Britain
